{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 59.0, 'temperature': 20.0, 'experiment': 1.0, 'time': 1522081647.938131}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082799.809088}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082809.15671}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082816.258902}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082824.669679}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082838.560035}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082845.199741}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082851.838148}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082858.479401}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082865.118869}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082871.75975}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082876.595796}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082881.392699}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 45.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082906.138553}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 44.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082911.876374}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 44.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082922.629456}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 44.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082956.212217}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 44.0, 'temperature': 29.0, 'experiment': 1.0, 'time': 1522082970.079191}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 44.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522082974.319414}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 44.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522082980.959233}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 44.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522082987.599252}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 43.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522082994.237207}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 43.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522083003.407413}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 43.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522083010.079468}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 43.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522083016.7185}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 43.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522083023.356046}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 43.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522083029.998637}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 43.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522083036.638695}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 42.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522083045.817221}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 42.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522083052.477252}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 41.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522083059.19926}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 41.0, 'temperature': 30.0, 'experiment': 1.0, 'time': 1522083065.839614}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 42.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083072.474494}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 42.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083079.119413}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 41.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083085.758023}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 40.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083094.9271}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 40.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083101.59754}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 40.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083108.238652}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 40.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083114.877998}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 40.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083136.878316}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 39.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083143.519538}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 39.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083177.111764}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 39.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083200.19279}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083208.763559}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083218.230537}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083222.978862}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083232.012081}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083236.784014}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083241.513689}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083246.32034}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083267.810762}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083273.132459}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083281.278246}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083288.584749}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083293.324025}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083298.117073}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083302.911414}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083315.327396}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083320.417974}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083327.701166}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083344.125867}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083353.336639}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083362.526036}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083374.252464}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083380.879487}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083390.433756}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083400.262497}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083407.546563}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083412.867341}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 38.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083420.175717}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 31.0, 'experiment': 1.0, 'time': 1522083432.726901}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083440.147083}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083446.10473}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083450.833549}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083458.185522}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083463.01105}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083470.289676}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083480.07725}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083484.93763}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083490.427793}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083501.047515}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083512.108406}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083525.442212}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083535.199481}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083541.838354}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083547.03948}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083552.247839}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083559.570691}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083565.81266}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083570.61687}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083587.969572}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083595.767385}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 37.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083605.536713}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083614.04027}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 35.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083625.920989}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083635.305912}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 35.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522083647.006305}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 36.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083660.877744}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 35.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083670.044678}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 35.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083679.245631}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 35.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083688.098553}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 35.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083694.924429}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 35.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083701.165009}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 34.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083709.928606}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 34.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522083716.765826}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 34.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083723.003966}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 33.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083729.245462}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 34.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083735.485051}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 34.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083744.251635}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 34.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083751.083189}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 33.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083757.324432}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 33.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083766.091093}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 33.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083770.399226}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 33.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083776.637549}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 33.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083781.200568}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083790.810252}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083797.492235}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083804.017568}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083833.741691}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083840.238262}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083846.478304}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083851.038823}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083859.466817}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083871.23169}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083879.495585}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083885.287782}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522083895.598846}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083902.007244}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083908.27186}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083913.212686}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083918.040791}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083924.032082}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522083929.920372}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083946.143774}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522083979.715397}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522084013.301777}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522084019.998792}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522084026.636672}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084033.277837}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 34.0, 'experiment': 1.0, 'time': 1522084039.919162}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084046.558306}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 31.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084058.25502}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084062.397898}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 31.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084071.56745}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084078.206766}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 32.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084084.879183}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 31.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084091.518447}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 31.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084100.683723}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 31.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084107.359445}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 31.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084113.999484}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084123.16625}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 31.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084129.838609}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 31.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084136.477413}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 31.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084143.117467}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084149.758015}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084158.926374}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084165.599483}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084172.238047}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084178.87951}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084185.519443}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084192.15637}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 35.0, 'experiment': 1.0, 'time': 1522084201.336353}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084207.99902}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084219.696524}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084223.838496}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084233.005975}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084239.678327}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084246.319217}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084252.958137}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084264.652312}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 30.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084268.798068}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 29.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084277.966134}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 29.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084284.639299}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 29.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084291.278348}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 29.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084297.918034}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 29.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084312.145059}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 29.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084318.848236}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 29.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084328.045897}
{'device': 'gnfuv-temp-exp1-55d487b85b-xcl97', 'humidity': 29.0, 'temperature': 36.0, 'experiment': 1.0, 'time': 1522084334.71858}
