{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 43.0, 'temperature': 27.0, 'experiment': 1.0, 'time': 1522084432.221747}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522086419.389241}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086431.09116}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522086436.320054}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086449.389017}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086456.820021}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086464.66042}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086472.113061}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086476.937063}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086485.399579}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086493.318968}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086503.245857}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086508.033044}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086512.814561}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086517.865061}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086522.643415}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086527.418368}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086532.320198}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086537.39348}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086546.37293}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086551.800895}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086556.84892}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 37.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522086562.112108}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086574.588472}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522086579.464879}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086591.841806}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086596.599524}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086606.436646}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086617.247171}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086644.47353}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086652.772418}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 37.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086657.959626}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086665.339034}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086670.202994}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086681.897793}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086691.912754}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086696.75356}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086701.603179}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086724.385029}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086734.347831}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086739.302124}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086744.641675}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 37.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086753.647927}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 37.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086758.961112}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 37.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086765.340614}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086789.606666}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086796.686634}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 37.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086803.806823}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 34.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522086855.417272}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 37.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086895.201268}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086908.061205}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086932.28473}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086936.639348}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086945.806677}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086952.287292}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086956.639555}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086963.647385}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086970.286514}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086979.407023}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086986.053012}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086992.526296}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522086999.119667}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087005.359342}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087011.599362}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087020.366853}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087027.251235}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 33.0, 'experiment': 1.0, 'time': 1522087049.438988}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087058.610624}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087065.247548}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087074.046969}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087080.31994}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087086.559716}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087113.017189}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087117.359084}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087126.526216}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087133.209482}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087139.449582}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087151.132992}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087157.759407}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087163.999591}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 39.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087170.240306}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087179.007284}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087185.247356}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087198.319662}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087209.615121}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087222.339425}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087234.167181}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 38.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087241.678864}
{'device': 'gnfuv-temp-exp1-55d487b85b-2bl8b', 'humidity': 40.0, 'temperature': 32.0, 'experiment': 1.0, 'time': 1522087253.571549}
